health_score,67,68,69,70,71,72,73,2189001,2189099,2189125,2189046,2180200,2180513,2189101,2189058,2189008,2189147,2189159,2189044,2189112,2180507,2189006,2180509,2189030,2189100,2189098,2189055,3000003,2189010,2180043,2180508,3000200,2180210,2189102,2189026,2189123,2189000,2189018,2180204,2189118,2180514,3000008,3000005,2189004,2189002,2180205,2180211,2189144,2180209,2189003,2189119,3000007,2189121,2189108,2189016,2189106,3000006
92.0,13.0,6.0,15.0,11.0,7.0,15.0,25.0,100.0,0.038,0.7490000000000001,0.765,98.17,0.0,0.0,68922.86200000001,0.0,0.17800000000000002,38489088.0,2.7289999999999996,64.07300000000001,0.0,9.601,0.0,4748.735,76.223,0.035,33.395,5.0,0.0,0.0,0.0,0.0,0.0,0.0,107.205,17.750999999999998,99.821,0.083,0.0,37.8,1.0,0.0,87.0,0.7490000000000001,99.98200000000001,0.01,0.04,0.7829999999999999,0.0,2.263,25.098000000000003,1951133.0,21.596999999999998,36.909,9497.105,0.091,2.8
93.0,13.0,7.0,15.0,11.0,7.0,15.0,25.0,100.0,0.0,0.133,0.0,98.17,0.0,0.0,61500.365999999995,0.0,0.17800000000000002,38489088.0,2.246,92.556,0.0,7.672000000000001,0.0,4748.735,68.96300000000001,0.035,71.95100000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,73.73100000000001,17.750999999999998,99.962,0.083,423.6333,37.8,1.0,0.0,87.0,0.133,100.0,0.01,0.02,0.424,0.02,1.4469999999999998,25.098000000000003,1937609.0,16.17,52.465,8199.168,0.091,3.4
94.5,13.0,8.5,15.0,11.0,7.0,15.0,25.0,100.0,0.0,0.133,0.0,98.17,0.0,0.0,53599.367999999995,0.0,0.159,39310336.0,2.946,98.67399999999999,0.0,7.672000000000001,0.0,1575.6570000000002,63.766000000000005,0.035,97.84899999999999,5.0,0.0,1.0,0.0,0.0,0.0,0.0,56.739,15.867,99.344,0.133,383.3667,37.8,1.0,0.0,87.0,0.133,100.0,0.01,0.01,0.424,0.0,1.065,25.098000000000003,1911822.0,19.185,26.548000000000002,8398.536,0.10400000000000001,3.5
91.25,13.0,7.25,13.0,10.0,7.0,15.0,26.0,100.0,0.0,17.82,0.0,98.17,0.0,0.0,53599.367999999995,10970.0,0.159,39310336.0,2.329,93.345,0.0,1.215,0.0,18332.712,53.977,0.031,89.105,5.0,0.0,0.0,0.0,0.0,0.0,0.0,56.739,15.867,99.344,0.15,301.7667,37.85,0.0,1.0,87.0,10970.116000000002,100.0,0.01,0.02,0.738,0.0,1.065,25.13,1882313.0,17.754,26.548000000000002,8206.988000000001,0.16,4.3
92.0,13.0,9.0,13.0,10.0,7.0,15.0,25.0,100.0,0.0,73.795,0.0,98.17,0.0,0.0,105941.80300000001,9343.546,1.215,66361344.0,2.329,99.23200000000001,0.0,1.215,0.0,14438.216999999999,53.977,0.04,98.15700000000001,5.0,0.0,0.33,0.0,0.0,0.0,0.0,154.74200000000002,121.49799999999999,99.99799999999999,0.11599999999999999,257.5333,37.85,1.0,2.0,87.0,9343.698,100.0,0.02,0.01,0.738,0.0,2.329,25.13,1840010.0,20.266,23.94,8481.464,0.604,4.0
91.5,13.0,8.5,13.0,10.0,7.0,15.0,25.0,100.0,0.021,2.529,0.033,98.17,0.0,0.0,44438.869000000006,9343.546,0.09,38489088.0,2.4459999999999997,97.84700000000001,0.0,1.364,0.0,14438.216999999999,56.656000000000006,0.04,98.15700000000001,5.0,0.0,0.0,0.0,0.0,0.0,0.0,67.654,9.004,99.844,0.083,224.9667,37.65,1.0,0.0,87.0,9343.698,100.0,0.01,0.0,0.556,0.02,0.865,24.935,1878107.0,20.915,21.88,8125.656999999999,0.099,4.0
95.0,13.0,9.0,15.0,11.0,7.0,15.0,25.0,100.0,0.0,0.083,0.017,98.17,0.0,0.0,44438.869000000006,0.0,0.09,38489088.0,2.4130000000000003,99.223,0.0,1.564,0.0,1618.935,55.724,0.026000000000000002,97.917,5.0,0.0,0.0,0.0,0.0,0.0,0.0,67.654,9.004,99.844,0.083,166.7,37.65,1.0,0.0,87.0,0.083,100.0,0.01,0.02,0.326,0.0,0.865,24.935,1894930.0,18.053,42.888000000000005,6880.599,0.099,3.6
95.5,13.0,8.5,15.0,11.0,7.0,15.0,26.0,100.0,0.0,0.083,0.017,98.17,0.0,0.0,63034.325999999994,0.0,0.096,37667840.0,2.4130000000000003,98.16,0.0,1.714,0.0,335.108,53.378,0.036000000000000004,98.214,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.408,9.582,99.921,0.1,492.2833,37.65,0.0,0.0,87.0,0.083,100.0,0.01,0.0,0.326,0.0,0.532,24.935,1936159.0,15.707,16.973,6757.404,0.105,4.3
92.5,11.0,8.5,15.0,11.0,7.0,15.0,25.0,100.0,0.034,0.266,0.0,98.17,0.0,0.0,49767.97,0.0,0.096,37667840.0,2.296,98.16,0.0,1.7469999999999999,0.0,335.108,59.917,0.02,98.214,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.408,9.582,99.103,0.11599999999999999,634.0,37.65,1.0,0.0,87.0,0.266,100.0,0.01,0.02,0.395,0.0,0.532,24.935,1964756.0,16.19,16.973,6853.045,0.09699999999999999,30.4
